mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_xgbclassifier__colsample_bylevel,param_xgbclassifier__colsample_bytree,param_xgbclassifier__learning_rate,param_xgbclassifier__max_depth,param_xgbclassifier__n_estimators,param_xgbclassifier__reg_lambda,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.08550505638122559,0.012496544147092985,0.022148513793945314,0.006040506223272628,0.5,0.4,0.05,3,50,0.4,"{'xgbclassifier__colsample_bylevel': 0.5, 'xgbclassifier__colsample_bytree': 0.4, 'xgbclassifier__learning_rate': 0.05, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.4}",0.789712556732224,0.7881996974281392,0.8015151515151515,0.7348484848484849,0.7878787878787878,0.7804309356805575,0.02334213628621929,14
0.0848923683166504,0.0033025982803820864,0.016925477981567384,0.0015686407028583631,0.5,0.4,0.05,3,50,0.5,"{'xgbclassifier__colsample_bylevel': 0.5, 'xgbclassifier__colsample_bytree': 0.4, 'xgbclassifier__learning_rate': 0.05, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.5}",0.789712556732224,0.7881996974281392,0.806060606060606,0.7363636363636363,0.7893939393939394,0.781946087195709,0.023724106037156613,13
0.09278287887573242,0.003722375223904343,0.016744327545166016,0.001335548257947333,0.5,0.4,0.05,3,75,0.4,"{'xgbclassifier__colsample_bylevel': 0.5, 'xgbclassifier__colsample_bytree': 0.4, 'xgbclassifier__learning_rate': 0.05, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 75, 'xgbclassifier__reg_lambda': 0.4}",0.7957639939485628,0.8063540090771558,0.8045454545454546,0.7621212121212121,0.796969696969697,0.7931508733324165,0.016052482441814647,7
0.1058011531829834,0.018495339407990318,0.01695713996887207,0.0011930585440561544,0.5,0.4,0.05,3,75,0.5,"{'xgbclassifier__colsample_bylevel': 0.5, 'xgbclassifier__colsample_bytree': 0.4, 'xgbclassifier__learning_rate': 0.05, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 75, 'xgbclassifier__reg_lambda': 0.5}",0.7957639939485628,0.8048411497730711,0.8045454545454546,0.7621212121212121,0.793939393939394,0.792242240865539,0.015701344009124846,8
0.08294105529785156,0.011200959353478762,0.024125337600708008,0.008635340378820551,0.5,0.5,0.01,2,50,0.4,"{'xgbclassifier__colsample_bylevel': 0.5, 'xgbclassifier__colsample_bytree': 0.5, 'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 2, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.4}",0.7670196671709532,0.745839636913767,0.7454545454545455,0.693939393939394,0.7166666666666667,0.7337839820290653,0.025560693720903895,48
0.10971789360046387,0.01978062648183061,0.02163043022155762,0.006171636999213299,0.5,0.5,0.01,2,50,0.5,"{'xgbclassifier__colsample_bylevel': 0.5, 'xgbclassifier__colsample_bytree': 0.5, 'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 2, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.5}",0.7670196671709532,0.745839636913767,0.7454545454545455,0.693939393939394,0.7166666666666667,0.7337839820290653,0.025560693720903895,48
0.1670454978942871,0.020118046904306627,0.03106722831726074,0.012119081491290576,0.5,0.5,0.01,2,75,0.4,"{'xgbclassifier__colsample_bylevel': 0.5, 'xgbclassifier__colsample_bytree': 0.5, 'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 2, 'xgbclassifier__n_estimators': 75, 'xgbclassifier__reg_lambda': 0.4}",0.773071104387292,0.7488653555219364,0.7484848484848485,0.6909090909090909,0.7575757575757576,0.7437812313757851,0.027898462982336215,38
0.17576446533203124,0.028031216455109094,0.034414482116699216,0.010202242589971962,0.5,0.5,0.01,2,75,0.5,"{'xgbclassifier__colsample_bylevel': 0.5, 'xgbclassifier__colsample_bytree': 0.5, 'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 2, 'xgbclassifier__n_estimators': 75, 'xgbclassifier__reg_lambda': 0.5}",0.773071104387292,0.7488653555219364,0.7484848484848485,0.6909090909090909,0.7560606060606061,0.7434782010727549,0.027754841511453972,41
0.1719942569732666,0.024773227984186397,0.037341070175170896,0.003979480054005309,0.5,0.5,0.01,3,50,0.4,"{'xgbclassifier__colsample_bylevel': 0.5, 'xgbclassifier__colsample_bytree': 0.5, 'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.4}",0.7821482602118003,0.7791225416036308,0.7742424242424243,0.7136363636363636,0.7818181818181819,0.76619355430248,0.026430599449559576,27
0.1545391082763672,0.04739160566156066,0.025162982940673827,0.009071645666459394,0.5,0.5,0.01,3,50,0.5,"{'xgbclassifier__colsample_bylevel': 0.5, 'xgbclassifier__colsample_bytree': 0.5, 'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.5}",0.7821482602118003,0.7791225416036308,0.7712121212121212,0.7136363636363636,0.7833333333333333,0.7658905239994498,0.026466841693828833,28
0.18284401893615723,0.028274877031449423,0.02762117385864258,0.008875534298396721,0.5,0.5,0.01,3,75,0.4,"{'xgbclassifier__colsample_bylevel': 0.5, 'xgbclassifier__colsample_bytree': 0.5, 'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 75, 'xgbclassifier__reg_lambda': 0.4}",0.789712556732224,0.7745839636913767,0.7863636363636364,0.7348484848484849,0.7863636363636364,0.7743744555998717,0.02042099172223822,22
0.17449359893798827,0.010797280294554065,0.029503488540649415,0.008969847769050458,0.5,0.5,0.01,3,75,0.5,"{'xgbclassifier__colsample_bylevel': 0.5, 'xgbclassifier__colsample_bytree': 0.5, 'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 75, 'xgbclassifier__reg_lambda': 0.5}",0.7881996974281392,0.773071104387292,0.7893939393939394,0.7348484848484849,0.7863636363636364,0.7743753724842983,0.020612926742488567,21
0.11908626556396484,0.03160138073163579,0.03101634979248047,0.01505741287390544,0.5,0.5,0.05,2,50,0.4,"{'xgbclassifier__colsample_bylevel': 0.5, 'xgbclassifier__colsample_bytree': 0.5, 'xgbclassifier__learning_rate': 0.05, 'xgbclassifier__max_depth': 2, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.4}",0.7776096822995462,0.794251134644478,0.7772727272727272,0.75,0.7742424242424243,0.7746751936918351,0.014195973664387617,19
0.125791597366333,0.024630992234800836,0.020734214782714845,0.004281868395308555,0.5,0.5,0.05,2,50,0.5,"{'xgbclassifier__colsample_bylevel': 0.5, 'xgbclassifier__colsample_bytree': 0.5, 'xgbclassifier__learning_rate': 0.05, 'xgbclassifier__max_depth': 2, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.5}",0.7776096822995462,0.794251134644478,0.7772727272727272,0.75,0.7742424242424243,0.7746751936918351,0.014195973664387617,19
0.089564847946167,0.015139453859181083,0.01779632568359375,0.0030543259953114154,0.5,0.5,0.05,2,75,0.4,"{'xgbclassifier__colsample_bylevel': 0.5, 'xgbclassifier__colsample_bytree': 0.5, 'xgbclassifier__learning_rate': 0.05, 'xgbclassifier__max_depth': 2, 'xgbclassifier__n_estimators': 75, 'xgbclassifier__reg_lambda': 0.4}",0.7821482602118003,0.800302571860817,0.7954545454545454,0.7378787878787879,0.7833333333333333,0.7798234997478567,0.022094362544703906,17
0.08858470916748047,0.005179618462039389,0.01782698631286621,0.002455566380674463,0.5,0.5,0.05,2,75,0.5,"{'xgbclassifier__colsample_bylevel': 0.5, 'xgbclassifier__colsample_bytree': 0.5, 'xgbclassifier__learning_rate': 0.05, 'xgbclassifier__max_depth': 2, 'xgbclassifier__n_estimators': 75, 'xgbclassifier__reg_lambda': 0.5}",0.7821482602118003,0.800302571860817,0.793939393939394,0.7378787878787879,0.7833333333333333,0.7795204694448264,0.021887320637315955,18
0.0774010181427002,0.002486916455408601,0.015602207183837891,0.0006944115800256622,0.5,0.5,0.05,3,50,0.4,"{'xgbclassifier__colsample_bylevel': 0.5, 'xgbclassifier__colsample_bytree': 0.5, 'xgbclassifier__learning_rate': 0.05, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.4}",0.8063540090771558,0.8048411497730711,0.8075757575757576,0.7666666666666667,0.8015151515151515,0.7973905469215605,0.015495566034879924,4
0.12464561462402343,0.03769881397399641,0.02306356430053711,0.009468454947896136,0.5,0.5,0.05,3,50,0.5,"{'xgbclassifier__colsample_bylevel': 0.5, 'xgbclassifier__colsample_bytree': 0.5, 'xgbclassifier__learning_rate': 0.05, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.5}",0.800302571860817,0.8048411497730711,0.8075757575757576,0.7666666666666667,0.8015151515151515,0.7961802594782927,0.014975814439702613,6
0.11757397651672363,0.04378024567196162,0.018136358261108397,0.0057174809795891785,0.5,0.5,0.05,3,75,0.4,"{'xgbclassifier__colsample_bylevel': 0.5, 'xgbclassifier__colsample_bytree': 0.5, 'xgbclassifier__learning_rate': 0.05, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 75, 'xgbclassifier__reg_lambda': 0.4}",0.81089258698941,0.8154311649016641,0.806060606060606,0.7681818181818182,0.8106060606060606,0.8022344473479117,0.017282486443839177,1
0.08703927993774414,0.011872343323435645,0.013778352737426757,0.0017516493203036556,0.5,0.5,0.05,3,75,0.5,"{'xgbclassifier__colsample_bylevel': 0.5, 'xgbclassifier__colsample_bytree': 0.5, 'xgbclassifier__learning_rate': 0.05, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 75, 'xgbclassifier__reg_lambda': 0.5}",0.800302571860817,0.8154311649016641,0.8106060606060606,0.7666666666666667,0.8106060606060606,0.8007225049282537,0.017729582552144428,2
